textID,text,selected_text,sentiment
8698d535f2,  youstinkatrespondingtotexts!,youstinkatrespondingtotexts!,negative
248c85bd03,"is sore from weight lifting  However, it`s the good kind of sore that gives you man-**** you can move with the power of your mind alone!",good kind of sore,positive
b3946d49b7,"Anybody out there having a beer right now? I hate drinking alone. Mrs T is oot  On the other hand, Mrs T is oot",hate,negative
f13749b165, i have bad news... i have to go take the dog for a walk--they`re upset w/me!,i have bad news... i have to go take the dog for a walk--they`re upset w/me!,negative
dcf195b61c,Writing in yearbooks make me wanna cry,cry,negative
6f606e6a00, don`t worry  just sleep.,don`t worry  just sleep.,positive
499a4d2a6d,tomorrow should be good. but apparently no movies,should be good.,positive
e1c0abb3f9,waiting to go to 4th period to get the final over with. omgg im sooo gonna fail,. omgg im sooo gonna fail,negative
42ce17b684, hey chocolate chips is good.  i want a snack too but i`m out of snacks.,good.,positive
906b7e0381,is SO frustrated!!! I`m stuck at home without any transportation to the global god conference!!! Ahh,SO frustrated!!,negative
c48e16fcba,my sunburn hurts,hurts,negative
c3dc352877," Sad thing is that I wanted to work there for years, it was my dream job. Was crushed when I saw how crappy it was. Still bitter",Sad,negative
f1f97d4619,Love 'good girls go bad',Love,positive
f3b1e4443a,"I hate taking antibiotics, but i think i need to get me some. boooooo.","I hate taking antibiotics,",negative
c8b49e9b2c,  We`ll miss you  #Sixx?,l miss,negative
6d6436a036, I cancelled a run in favour of... staying in. Wish I monies for pubulation tho,Wish,positive
c41e9dc8fa, ....nope.. its for the 1st time we invited her at SSM  and she very graceful accepted it !,d she very graceful accepted it,positive
16021a3195, I sure hope so!,I sure hope so!,positive
c501e02cab, I know what appeals to you with knitting! Believe me I KNOW!,Believe me I KNOW!,positive
78dc89a01d, missed the cutoff for the free chocolate  eh well...bikini season is coming.....,missed,negative
537e80f0ba, OMG its working,OMG its working,positive
7d0ba46dc7, Something like that happened to me once: We closed the side door too hard and the engine locked up,Something like that happened to me once: We closed the side door too hard and the engine locked up,negative
1d6de852ec,Looking forward to a short work week followed by a mini-vacation in Clemson,Looking forward to,positive
11d1e1645b,"I wonder what you`re doing, imagining where you are, there`s oceans in between us, but that`s not very far.  http://plurk.com/p/svxe1",wonder,negative
64c566f57a, i always have a good day! i make it good all the time but you make it better w/ ur morning greetings!! thank you!!,good,positive
0f1d624679,"Man, finishing 'Operation Anchorage' sure gives you an unfair advantage, loot-wise... I love the stealth field suit and Gauss rifle",love the stealth field suit,positive
d48b6ff342,Received our first bit of spam from Twitter - not sure how to feel that the 'sanctity' of our conversation has been tainted.,'sanctity' of our conversation has been tainted.,negative
3da72bac3f, thanks got it will contact you if i am having troubles!Thanks,thanks,positive
51982c19c6,_lu I must be getting old and bent: that is the second thing you`ve said in the last couple of days that has not really been a turnon,not really been a turnon,negative
a71dd67cf9," Exactly! Well, I`m off to pick my sister up. Speak laters! Enjoy your afternoon of pub and shelving!! lol ****",Enjoy your afternoon,positive
b3ca108957,i lost one of my best friends iï¿½m sooo sad,sooo sad,negative
551d0ac750,Well hopefully I`ll see you both   at the conference,hopefully,positive
89b11fe37c, hahah no not that valley. that`s cool valley. texas valley. like...rio grande valley. ahhaha i wish i lived in california valley,i wish,positive
6f6f3a42d2,Hey #socialmediatv ugh no way to do video>blah {pouts}   (Social Media TV live > http://ustre.am/2NjV),ugh no way,negative
9009cd3ede,"  ive been trying to get over her for years, its so hard to move on, when youre so in love..it sucks",..it sucks,negative
c114d68acc, whoa steady there mate don`t fall down,whoa steady there mate don`t fall down,positive
2339e54982, I wish I was in London to see you. It`s like my biggest dream to meet you  iloveyouuu <3,I wish I was in London to see you. It`s like my biggest dream to meet you  iloveyouuu <3,positive
8a24c189a8,Is leaving Utah today  Super Sad Face,Super Sad Face,negative
cd378b09d0,Not to mention hw fat ima get frm wrk n here.,fat,negative
3671b52421,Hey  Bye Bye  was fun too   (robluketic live > http://ustre.am/2w5v),s fun,positive
4f3d3b5163, thanks for trying,thanks,positive
e8f2e5bb9d,"Hey Fused Gaming, FusedGaming Forums have been delayed until 9PM PT/12AM ET tonight... sorry   (abean2007 live > http://ustre.am/1ntp)",sorry,negative
a9ad70e960,death cab for cutie and slouchy barets  its a good way to start the day.,death cab for cutie and slouchy barets  its a good way to start the day.,positive
5af0e5787e,I always forget how much fun kyle is!,forget,negative
b08964cf19,I feel like I need to catch up on twitter haven`t done much of it this weekend!,haven`t done much of it this weekend!,negative
5ecf739b3f, this will make you feel better. Will down a cocktail or 2 in your honour. Now get retorting  http://twitpic.com/4j91r,better.,positive
c24d9b48e6,wishes all you moms a happy & blessed Mother`s Day!,wishes all you moms a happy & blessed Mother`s Day!,positive
7304f0e3e5,this hot day is making me tired,tired,negative
65cb1e8ed1,is updating you LIVE from Benihana of Tokyo in Waikiki  Happy Birthday Mark!!!,Waikiki  Happy Birthday Mark!!!,positive
58f913003c,Time to get educated  Hope you all are off for a great start on this Monday morning,great,positive
972107b366,just said goodbye to the younger bro.  #misshimalready,just said goodbye to the younger bro.  #misshimalready,negative
8c32aab25f, You Got Twitter! Yayy  ****,Yayy,positive
f2fdc74ae6," You are a dope mom too! Love you too!!! Now stop drinking the mom juice, stop twittering and get some rest!",Love you too!,positive
df10d3b9ae,having my hair dyed today  ugh im bored. still tired from friday lol. swear down bossman ;),bored.,negative
50e4529239, Hi Ok i hope its head comes out of the clouds for you> i love Meadowbank shopping center,i love Meadowbank shopping center,positive
1fb43d9297, I so dont  And wtf. Whatthefuck. REALLY? Really? Are they trying to kill me? But i might be... Depends...,. Whatthefuck,negative
432bb65127," Oh man, that sucks  I`m sorry, doll.",that sucks,negative
4e130ffdc7,awww bless her. she made me cry,awww bless her. she made me cry,positive
233197e487,Is now crying  Omg I am fed up with this pain !!!,I am fed up with this pain !!!,negative
25abe9ed4f,Pissed I  fell asleep before I pushed `record` and missed !!,Pissed,negative
265d927602, we miss you,we miss you,negative
9c60e709a0," http://twitpic.com/3goxn - yes , everybody love you. i`m a german Fan. Follow me !",love you.,positive
b69d9e539d," umm well i only go to house clubs and i never go to north beach so.no idea, sorry  been out 1x there 2 a now defunctlesi club",", sorry  been out",negative
47e10c7c56, your lisa rogers carpool is now my alltime fave!! Good work!!,fave!,positive
892119c199,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO,negative
e9a2976090, seen that!  hopefully ebay replacement  will work for you!  but take it to bits anyway! lol,hopefully,positive
e11cf41dd4,"Forgot an EC2 machine running for 15 days, and got a $35 bill. Amazon teaches you to get organized for a fair price",fair price,positive
f07d7525d5,I miss Cary and want to drink some chocolate milk with him.,miss,negative
424cb71f5a, love the song and liked the movie,love,positive
d73a953322, guys why did paranoid drop out of the countdown?? thats so not fair  iv voted heaps for it!!!!!,thats so not fair,negative
a6bd185f25,it`s nice to see my #euruko pictures (http://twurl.cc/xd1) on the big screen during a conference break,nice,positive
248d076409, you need to share the h/w love! Some of us are still rocking 2008`s gear.,you need to share the h/w love!,positive
9a48e5faf2,need a break...my head hurts,hurts,negative
8b9c2a5e50,listening to music  was kostet der fisch ?! xD my mathsteacher has choose the wrong job... that`s wrong grammar but a real fact !!,wrong,negative
87bc414445," great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you",I owe you,positive
3f954203e6,Fishing on WoW while listening to ska on Pandora. Such a lazy Sunday morning,lazy,negative
f2a177bbf8,"Im going to go to bed again, ear (both) infection, I am completely dizzy, yyyyuck! My stomach is hurting too  Peace-out loves",yyyyuck!,negative
5399d6cddd,Where art thou ? I miss you!,I miss you!,negative
75194b7e8b,annoyed the #ppt didn`t save my changes.  When I explicitly saved.,annoyed,negative
951f82ea22,hates typing on a mac. wishing that i`ll be done my english essay soon.  sleeeepy,hates typing on a mac.,negative
b708eeef73,"Hello everybody!  I`m back on the job, back from the children camp (someone had to look after my sis` pupils)... and totally exhausted",totally exhausted,negative
9499e34212, How cool is that!   Thank you so much!   luv it!,cool,positive
b12eeadc7a,left my phone at home and wont get it back till 4am. dont call me!!,dont call me!!,negative
b2b1ddd2bb," If you`ve jailbroken or went to 3.0 early, prepare to be bricked",bricked,negative
9dea930118,wow i`m soo hungover,wow,positive
a617ec43e3, It`s great,great,positive
d8e2968097, hahahah lols you have fun with that aye  i had the div too ) the experience but i love my spongebob ) (L),fun,positive
76bfb9161f, mother is hogging the TV,mother is hogging the TV,negative
1795d33bc6,arriving at itexa. Lots of mails to read and some work to do  thanks god weekend is just here,thanks,positive
30af21bd9a, i hope such moments inspire you on your political journey back home. all the best,all the best,positive
a67ffa2d66, O dear. so you`re going to be **** that kiddoe and I`m going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!<3,sit there doing..  nothing,negative
8c932ad57c, really? Awesome!,Awesome!,positive
210d6e45e6,haiszt.. im here in the office doing nothing but tweet haha! fun!,fun!,positive
74cb0d43dd, omg in your pic youu look so cuute !,youu look so cuute !,positive
69d50d18c0, Don`t think you would be happy if you were...,happy,positive
487622c4ec,yay cheerleading when im sick. its gonna be a fun  night peoples,gonna be a fun  night,positive
3159e5f607, i can`t i can`t i can`t  i`m sad.... i`m from venezuela!,m sad,negative
49f53f5193,_lee lol a bugg to school thats awsome,awsome,positive
4489b2cdb3,_ no idea what that means bb,_ no idea wh,negative
814324ccdc, Happy Mother`s Day to the only mother I have on my list!,Happy,positive
b1d3a349dc, I tried that but I can only use import/export for contacts saved locally on my Outlook. Thanks Though,Thanks Though,positive
9811870a37, - 21 days to go  Happy birthday for then,Happy birthday for then,positive
d07ea246d5, hahaha u can use my phone everywhere... just use a wi-fi,hahaha,positive
9637558503," yeah well a deadline is in T-9 hours, that`s architecture for you, oh well... mmm that coffee sounds like a good idea",good,positive
ba52c93505,Can I get tonight`s SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can`t sleep.,I missed my favorite judge and now I can`t sleep.,negative
9e6bab2198,Just got bullied by Dillah.  HELP!,bullied,negative
4eb36fc6ac, Some days you must look hard for that good thing.,you must look hard for that good thing.,positive
c96c82bebb,"i`m so worn out, this week has sped by soo fast. gonna ask mum if we can go to the movies. i`m desperate","i`m so worn out,",negative
4234ca4536,Lookin` at spreadsheets so long my eyes are crossing...,my eyes are crossing...,negative
9457c9ad0f,  Word. Yayy twitter after dark lol.,. Yayy,positive
49f1f2cbf6," Well, guess we just make a pretty great pair.  So, I don`t think our birthday date is going to happen. :`(",".  So, I don`t think our birthday date is going to happen. :`(",negative
bd8243d706,BEEN TOWN WITH THE MOTHER  NICE & SUNNNY,NICE,positive
3c0707161c, time to leave a passive agressive note to the owners.  It`s not the dog`s fault... it`s their **** owners,time to leave a passive agressive note to the owners.  It`s not the dog`s fault... it`s their **** owne,negative
c532a112f7, I don`t think I can bear such cuteness this early in the day! Kudos to Fair Empress,Kudos,positive
99078dcd30, its taking forever to upload,its taking forever to upload,negative
647f5934e4,Yay for having a giant headache  stupid glasses.,stupid,negative
3a00255dba,my twitter looks funny  someone help!,my twitter looks funny  someone help!,negative
d4cc846912, What does it matter? We ALL love you.  Take your pick. HA!,We ALL love you.,positive
c7d44a0dcc,It is 00:03 I`m Wrecked  I`M Hungry & I have to get up early. Not the perfect Fri night LOL night,Not the perfect Fri night,negative
f1660e689c, thank you! It`s sunny outside so that`s a good start,thank you! It`s sunny outside so that`s a good start,positive
0c55a2ad07,Just have to say again how much I like the new twitteriffic,like,positive
a474238f03,"whatever. i give up, my phones about to die anyway.  next time",die,negative
52d8a83d34," Trust me, that`s a GOOD thing. Your 40-something self will thank you.",GOOD,positive
e1b54761ef, http://twitpic.com/4ve84 - Wow! A nice laptop,Wow!,positive
a1cc1835fe,"First impression of Silverlight: sadly, based on what I saw today, it`s quite problematic","sadly, based on what I saw today, it`s quite problematic",negative
2f148847c0,last day of work  ...but everyone is making it so great!,t so great!,positive
30a26386c8,is getting ready to start the work week...work 2 off 3 then work 3 more. It`s not bad  Have a great one everybody!!,It`s not bad  Have a great one everybody!!,positive
6d880eeb97,bored fixed the internet for my dad but now im bored to death,im bored to death,negative
3ca9460bf2, Thanks for the follow! (raises hand) I am,Thanks for the follow!,positive
989f52ccab,a headache once again ugh,ugh,negative
eecbfcf3a8," hey thought ud be on here most likely, im stressed out  i really dont know why  x",stressed,negative
de0005e444,Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh...,Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh..,positive
33c7f198ac," good girl, sarah. now we`ve got ourselves a club",good,positive
c862570299,being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.,regretting th,negative
36bee46d4b,They are unloading a Leopard Tank just next to my office window. Hope I didn`t piss off anyone,Hope I didn`t piss off anyone,positive
56437e0860, Know exactly what you mean  I`ve lost too many friends. I do feel for you all,I`ve lost too many friends. I do feel for you all,negative
ea113179b7,Home Sweet Home by Carrie Underwood makes me sadd,Home Sweet Home by Carrie Underwood makes me sadd,negative
2cff5c208b,"im really bored, anthony is doing senior board ****. and im hungry and cold.","im really bored,",negative
9f01e2e70d,Justin Timberlake and Leonard Nimoy? And a **** in The Box sequel? priceless,priceless,positive
c805018327, yup-unfortunately  Took today off work and just slept all day.,-unfortunately,negative
152482d698, Anyone with big fingers  But I`ve loved it...,t I`ve loved it...,positive
bfdd1d57b3, I haven`t had a good homemade flour tortilla in ages.,haven`t had a good,negative
baa04cca3a,wishes a Happy Mother`s Day to all mothers! Especially her own.  http://plurk.com/p/svg9d,wishes a Happy Mother`s Day to all mothers!,positive
71d7472fb1,Now i feel really really bad...sorry,bad..,negative
dd96593dee,"#liesboystell Your the only one, I love (they really have several women)","#liesboystell Your the only one, I love (they really have several women)",negative
efb9d473fa, ekkk..thats ruff..hope you have a safe flight and good meeting,good,positive
01879ae972,Swiped the last package of fruit snacks! Hell yeah. Finished Catch-22. What shall I read next?!? I`m such a nerd,nerd,negative
e08456d6c8," I saw this link, but I get an error on the CNN site when I open this page and cannot read the article.",error,negative
0158b8a144," good afternoon, hope you have a great week",good,positive
c50c570128,Now I want ice cream but it`s so expensive.,so expensive.,negative
b6d39d86de,is working hard or maybe thats hardly working,is working hard or maybe thats hardly working,negative
b688241557, What? I was being serious.,I was being serious.,negative
8a57407c4a,Nothing 2 do 2nte  Boooooooo! I`m totally bored!,! I`m totally bored!,negative
b1c2a024ec,this sux but took like 4 minutes. going to sleep finally  http://img36.imageshack.us/img36/4603/iprevailedsig.png,this sux bu,negative
30f8aeecfe,I`m quite afraid to string now since I don`t have any .024 wire use,afraid,negative
8224b45279,NCP no longer has job placement,no longer,negative
992aab6ade," awe! i miss him so much. they`re on 'vacation'. which has lasted for like, six months. and i miss you!","awe! i miss him so much. they`re on 'vacation'. which has lasted for like, six months. and i miss you!",negative
ff74536eed, Whats up today..? missed the #coffeeclub that day,missed the #coffeeclub that day,negative
d435cd11df,"Is feeling sick, probably a summer flu","sick,",negative
4f810a1371,Swolen as shitt  boo hoo,shitt,negative
8956e75c06, too bad i dont have either,bad,negative
219908b3c4, it was way worse than that ...and where were you why didnt you say hello?,it was way worse than that,negative
09d574699e, It`s becoming a very tough race. Linda is indeed very talented. But someone has to go every week.  We cut two this week.,tough,negative
c9ea30009c,   .ï¿½ï¿½?????ï¿½ï¿½.  i bet. man i wish i coulda went some whr. i didn`t even go out here. i was home all weekend.  nyt life sux here,nd.  nyt life sux,negative
a86eb0f4d1," also, try Friendly Fires if you haven`t already heard them. great stuff  AND Florence and The Machine. Great, great music",". great stuff  AND Florence and The Machine. Great, great music",positive
b860826fd9,Good morning everyone! It`s back to work for me - so won`t be able to chat until tonight - I hope everyone has a great day!,Good,positive
cfb0ab06b2,off to bed for the night. goods night everyone,goods night,positive
be37842a18,"i lost my nintendogs, it`s very upsetting.","i lost my nintendogs, it`s very upsetting.",negative
72fd7f148b,Recovering from a bad fall at lunch. Great start to the weekend.,Great start to the weekend.,positive
ec45e7ac3b,needs to mug for Chinese A`s but doesn`t feel like it.,doesn`t feel,negative
ca77a6fba2,"had an answered prayer which caught me by surprise. LORD, you are amazing!",amazing!,positive
3f1c5a9494,http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall.,It is interesting that VS2003 generates a setup script for uninstall.,positive
8c3029c7b7,Yes man was good,Yes man was good,positive
4f2402ff1f,at dancing...waiting for my turn  hope i get my newww cd with the funky reel music todayy!!!,hope i get my newww cd with the funky reel music,negative
5fd23fd952,Loves her david soooooo much <3,Loves her david soooooo much,positive
5039bf5cc6,_creek No worries - thank google! There`s nothing you can`t find on there!,No worries - thank google!,positive
251b6a6766, Oh! Good idea about putting them on ice cream,Good,positive
ae2c206375, i don`t have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated,i don`t have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated,negative
4b46c34f18,just cried all the way through the final episode of ER... and the `previously on ER` documentary about it!,cried,negative
c65146e7c7,tonights been boring!,boring!,negative
de6e157ccf, doesnt work already,doesnt work,negative
4bcc752aaa, http://twitpic.com/4nbx4 - great photo! bravi! we are looking forward for the upcoming pilot in Italy too,great photo!,positive
7d2e044a0e,  that`s the worst dream ever. weird to think all of those thoughts are in your subconscious.,e worst,negative
1eb021bb6f,going to bed. good night everyone! i love you all (or should i say good morning?)  sweet dreams,going to bed. good night everyone! i love you all (or should i say good morning?)  sweet dreams,positive
d829c5c5e5, i am a bit more curious: how much did you pay for it?,curious:,positive
9d01f5ada5,"Browsing through the web. And expecting to see the PMS forum back up, but no luck",but no luck,negative
ed24426166, i totally owe you a week of on-call duties.  i appreciate not having those while jill is in town,i totally owe you,positive
21cc0b687a,becoz of leg sprain nta ble to do proper wrkouts. Worried shud dis hapen wen i satrted dieting...,Worried,negative
3199d57295," it`s a modded 360, so you can`t send it back?  That Red Ring of Death sucks!  It took weeks to get mine back from Microsoft.",h sucks,negative
0329df8ed4,Can`t believe preseason doesn`t start until August  football with drawls..,Can`t believe,negative
923295751d,"I think my bicycle and I just freaked out a custodian, who wouldn`t have let me in the building if I didn`t let myself in with a key",freaked,negative
b56b75f441,I honestly feel like I`m not healing or getting any better. This is not good,This is not good,negative
8c7ce498e7,I love when i have time for starbucks,love,positive
7179b0d17c,is envious of people not in long-distance relationships...she`s all mushy with no one to cuddle.,is envious of people no,negative
7a53c9a6a0,PUSH was amazing,amazing,positive
12975d6b3f, ZOMG SO CUTE MATT. **** thats a good movie,thats a good movie,positive
f06d3263cb," I have yet to understand any sentence u have ever typed,but it`s kinda fun-like learning a foreign language&I love to quote u.",love,positive
4d60b43dc7,"_RICHARDS A man loves his sweetheart the most, his wife the best, but his mother the longest. Happy Mother`s Day",Happy Mother`s Day,positive
4db40741fb,Late news then it`s off for some much needed zzzzzzz.......Goodnight Tweets.,..Goodnight Tweets.,positive
455941f0fb,i wish people would leave jon & kate alone  i really like that show,i really like,positive
f7f8ea9724, i`m fine thanks  wbu?,i`m fine thanks,positive
c2d4220b79, I second this !!,I second this !!,positive
1ecc321102, 2002 - the TSX is nice just cuz it`s a new car- handles nice but doesn`t have the horses of the TL-S,X is nice just cuz it`s a new car- handles nice but doesn`t have the horses of the TL-S,positive
be8ed7a7da," Kewl, I only got my iPhone and gotta hope it lasts all weekend  Only got a shuffle, might bring that anyways... See ya 8am!",hope,positive
dd4978c8b7," I`m suffering from the Internet that works bad, only sites hosted on russian servers are available for me","I`m suffering from the Internet that works bad, only sites hosted on russian servers are available for me",negative
a278cd4547,"On way to exam, very very nervous  bah",very very nervous  bah,negative
612a1d2579, Oooh! goodluck for the rest of them,goodluck,positive
c774e791ab,Ugh.  Las #vegas airport is at a 'ground stop' which means I`m stuck in the plane on the tarmac (again) at LAX.,I`m stuck in the plane on the tarmac (again) at LAX.,negative
0810fd23e2,_STYLE  I like it,like,positive
f90f887354,Good Monday morning to everyone- Hope everyone`s week is off to a successful start,Good Monday morning to,positive
0c8298d83e,Morrningg  just slept for 12 hours and now i have a headache D;,now i have a headache,negative
93bb48a439,is crying..because the school years over  i wont get to see my teachers!  i wont get to see johnathan.......,is crying..because the school years over  i wont get to see my teachers!  i wont get to see johnathan.......,negative
7d093817af, LOL. You know me. I aim to please.,I aim to please.,positive
9ad0de9a21,Adobe After Effects and MS SQL Server...nice. would it be nicer if I just sleep?,nice.,positive
5889759913, so my son is not the only one!  that`s really nice to know.  he really is good at being three. and dh will be late today,y nice,positive
c79ba16b00, good luck with you finals!!!,good luck with you finals!!!,positive
d58d9dd604," Hey Luis, thanks!  I have Flash and my prof`s code to thank for that.  *cough*",thanks!,positive
dbde210ea9," Yeah, it`s good! If you`re not going to use it, give it to me! I want to watch Star Trek","Yeah, it`s good!",positive
d9bab7ade6,I Love the lady from the Progressive commercials she`s so funny,I Love the lady from the Progressive commercials she`s so funny,positive
3c4b0058b3,not eating lunch with my wife like I wanted to,not eating lunch with my wife like I wanted to,negative
4360f92401,Guten Morgen/ Good Morning/,Good Morning/,positive
9fa2760f32,Going to the alley tonite..Happy Birthday prima,Happy,positive
3571155c9f,I failed my maths exam today. fxxxmylife,failed,negative
912f5d1266,Mortified. could lose my job,Mortified.,negative
1e0fefceaf,_tall_blonde   ~~Hello~~~  and thanks for the follow.,nd thank,positive
81b61650fa,I ruined my lunch by eating half a bag of cheddar popcorn....now I feel sick.,now I feel sick.,negative
0ebad3fff0,"**** it, the guys aren`t at #comet09  I hope they win though",hope,positive
24d8a8f039,"is in skwl now, and i dont really wanna study.. i saw him --> J***I and makes me feel down..",makes me feel down..,negative
c11066a3d6, Now that sucks...  P?i ?i s? ï¿½n?eleg c? Jay Leno nu va mai avea o alt? emisiune sau ceva?,Now that sucks.,negative
5fc72965a1,Looks like I got a new job,Looks like I got a new job,positive
f69065d1c0,I saw nomes on twitter  but I`m still not waking up,still not waking up,negative
22f9389e09, lol i wos gona send mine in bt i was too late  ****,bt i was too late,negative
be45a8a0e9,trying to fix my internet connection...guess my `prayers` have been answered and i wont have any study distractions  ugh,trying to fix my internet connection...guess my `prayers` have been answered and i wont have any study distractions  ugh,positive
e5b87fbf99,it`s after 3 AM.!!  I think it`s time to bed.!!  have a good night twitts.! ;)),have a good night twitts.,positive
6d72077a93,Cruising 'Serious Eats NY' does not bode well for a future in GA. Missing NYC gastronomical tour..  http://newyork.seriouseats.com/,Missing NY,negative
615c387846,May the forth be with you .....,May the forth be with you .....,positive
9ee413df0b,no more arrested development. i am sad.,i am sad.,negative
7418001c22, fickleness seems appropriate for a Twitter user,fickleness,negative
8503dfba02,Gatorade first thing in the morning = yumyum  feeling shattered but must arise and revise for IT tomorrow.,feeling shattered,negative
4144dd6642,its so sad when the dad dies  hakuna matana it means no worries for...,sad,negative
ad896fb468,"All you moms, get ready to enjoy your much-deserved special day!","All you moms, get ready to enjoy your much-deserved special day!",positive
2dec83989c, nooooooooooooooo! well the 4G will prob be out in June but that doesn`t help u now,that doesn`t help u now,negative
3caad6313b,"Sighs, well I accidentally clicked back space on my mouse",accidentally,negative
196a9552c0,This may sound stupid... but i just bought a mask,stupid..,negative
86486783a0, I`m sure Mayor Brainard will be thrilled to hear that you`re a fan.,e thrilled,positive
a53a87e761, my fav CD,fav,positive
80a2dbb179," you hate her, I love her.  presentation got cancelled. I got up at 0600 and went in to work today for this pitch !",t cancelled,negative
56475b2fe0," lol nttn much juss mad that its been raining all day, and to add to that i dnt think u following me..",mad,negative
b9c5b11c14, That sounds cool! And you`re paying - even better,cool!,positive
0c422d3fe4, awww. its cool. i ate too much ice cream,cool.,positive
fd12abcf89,  yess... it`s awesomee.. and u can follow ur love molly hahah....  now u can chat with us here!,s awesomee,positive
1f2b0af88d, its ok mate I stayed in as well  losers aren`t we,losers aren`t we,negative
0c49fad958, I wish I was in va too,I wish,positive
69ee002874, thanks  ****,thanks,positive
acff183eac,sleep sounds good right about now,good,positive
0482f15e84,going to bed cuz i have to get up at like seven thirty or something tomorrow. today was actually not that bad of a day.,not that bad of a day.,positive
ada3d89b8d, Great Podcast!  I wish you guys had more Chi shows this summer.  The only times I will see you will be at Alpine,I wish,positive
5d85d05584,I don`t think my friends like me anymore  (via #zenjar ),I don`t think my friends like me anymore  (via #zenjar ),negative
839a62cfda,says headache  http://plurk.com/p/wydaf,headache,negative
e7395fac51,Congratulations to Manny 'Pacman' Pacquiao! You`ve made every Filipino proud of being a Filipino!,Congratulations,positive
2614f7b5de, awww sowy shortie,sowy,negative
8227ec1d10,Feet hurt...finally in bed...will not forget this crunch when it`s over...very very productive day today though,hurt..,negative
19ab802320, lol that`s great  For you.,lol that`s great  For you.,positive
e0449518b0,Youtube isn`t working...and I wanted to watch Britains Got Talent.  I`m debating about having a pity party.,isn`t working..,negative
823dd30627, gonna go home and TRY to take a nap. I am emotionally exhausted   ... I will be in after.. <3,emotionally exhausted,negative
da80ff5401,The mission to Wales to find the worlds greatest welsh cake with  was a success - as none are better than my nan`s,success,positive
b90f7c7c97,FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot,iHate DirecTV,negative
c76057b641,Trying to get some work done not too happy about work situation,happy,positive
4af640d32a,_de_B You have to email her - she only gets what people want in so they aren`t on the site. Shame about the trousers,Shame ab,negative
f913052395," Ashotn looks great, and you look fantastic as always! You two still have the newlywed glow, and that`s forever.  TRUE LOVE",you look fantastic as always!,positive
4a48d57dd1,8:30PM... it has just hit me i have school tomorrow :O ahaha! I`ll stay on til 9 i think  ****,it has just hit me,negative
05d3de22da, Thanks hun! Next time we`ll all go again,Thanks,positive
0f9911e4c2,umm...why will it not let me change my background?! im twitter-challenged.,im twitter-challenged.,negative
ca46adbb05,Sitting in the KAUST offices. Sun is shining and surrounded by busy people... ace,ace,positive
f33905987f," that was a really good interview to read, really enjoyed it  x",really good interview,positive
4291805bc4,this phyllis hyman unsung story is so SAD,SAD,negative
0c9b53540a,HAppy Mother`s Day to my Mom...that lady is the coolest  I love u ma!,coolest,positive
a26a810a8d,Can`t believe those idiots buzzed out the juggler.,Can`t believe those idiots buzzed out the juggler.,negative
6a00824355,charbotgreen has been suspended  'unusual activity??','unusual activity??',negative
325f3c4245,My assistant had me watch The Notebook. I miss Deborah,miss,negative
4baf1879e8, My neighbour is fond of loud Nickelback.,fond,positive
bd89c3d89a," Good morning! Nothing in particular, meeting people and having drinks this evening  what are you doing with your Monday?",Good,positive
188cf0a753,I just lost my favorite pen  good thing I have a back up =D,lost,negative
e96c6010cf,"Got fully denied tonight  sleep time now, lnd in morn!",denied,negative
1211a1d91f,   too bad Vo got me sick I think  & I don`t even have meds to feel like you.,too ba,negative
dcca11255e,i just saw a pony that used to live in front of my house again. he`s developed cushing`s disease tho,disease,negative
a70e0f6bac,home sweet home? i think no! huaaaa,i think no!,negative
31fb00b177, I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss,enjoy,positive
14f013d638,"_twnzfinest Happy birthday, sweetie. Have a great day in the best place of the word (sorry Chicago  jeje",great day,positive
e039645e4d, I just read your twitter bio. Love it. Very clever and cute. I`m all about smiles.,. Love it.,positive
25c67600c0,goodbyeeee Arizona. See you in 3 weeks.,goodbyeeee,negative
5fca665174,LOVES that lubbock is wet..its about time..no more strip runs,LOVES,positive
dc44a26fd2,Rey Mysterio is so awesome,Rey Mysterio is so awesome,positive
63065c28a7, just going through some of his tracks in iTunes and buying his awesome tracks I don`t have. Loving it,Loving it,positive
40391be525,I`m way to sleepy.. Ill watch my shows lata..Good nite twit-fam!.. God bless!..XoXo,Good nite twit-fam!.. God bless!..,positive
5dbc76b885, i know they r lol i hope she does she said she will,hope,positive
ead9e24947, i know im inlove with   actually..,inlove,positive
